FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
0.004826111290103922	0.022696399610304528	0.02257354689974825	0.02816312676694307	0.027625012869822992	0.016610834602002713	0.018567746454490847	0.022359891391319754	0.021828090848998564	0.026870258287015558	0.02688008542661232	0.02809521430257226	0.020605519356102817	0.021077684507883353	0.03263487823171357	0.021383158867294194	0.021009942974076642	0.021134667337782576	0.018659660559117865	0.0221738097499886	0.019636137960652424	0.019976936013820647	0.024141247680708456	0.021011750569160808	0.02566244131693871	0.023728525399689542	0.025512155121021042	0.02338203317186505	0.021201244234010715
0.004023635159252382	0.01885497102108503	0.01813012363110808	0.024009603285601408	0.02351272953776804	0.012710390666322402	0.015243845415075693	0.0176923701848327	0.017048279361429018	0.023276365133870932	0.023153597392028005	0.024120080945735232	0.01839658139347464	0.01868092684329791	0.027396887168281172	0.018312350854026372	0.018323232945670166	0.018842513093452723	0.016183861795335982	0.020114810843206703	0.017180997732258358	0.016228385707641783	0.02124879360697693	0.019580455486999472	0.022096307462077493	0.0194977114920489	0.02251533730110393	0.020049149131385585	0.017067319145149525
0.005547217414970733	0.014033607059829192	0.014035354816987484	0.01794030716331142	0.017975661258829448	0.010114846094116125	0.012514149863589176	0.013676655258475466	0.012776031397792358	0.01806288126443906	0.017239742431264082	0.018362425135965428	0.01330002833887768	0.013186835089125068	0.02285114039040075	0.013084330162034905	0.01335011664303458	0.013692561692834984	0.008875763624776743	0.014609440023314256	0.012836576352916036	0.012694187209208006	0.015418182515596712	0.014201663110283237	0.016445201600647403	0.014829192852599092	0.01665927420989938	0.015026843424440574	0.013039413136233306
0.006558353450778559	0.020083303509693423	0.019325872668870155	0.025632878025781715	0.02555985161909965	0.015129495715224322	0.0169742915333912	0.019847329532241303	0.017494738996954567	0.02440089216484246	0.0248914724082328	0.025870730092992417	0.018764643647170735	0.01726129007420257	0.03040136942883051	0.01651022430952276	0.018523275641234405	0.01919255001772251	0.01211360313574446	0.02013604112939544	0.017499025520565776	0.01759998127609774	0.021096573312680254	0.01956408794911377	0.02328834239346356	0.020198245585031725	0.023230925142045618	0.021024460992094908	0.018005887020616437
0.007801180468543815	0.021745252170912756	0.02084515042914161	0.02693772475760664	0.026913208620233275	0.016986201128595387	0.01785511683515197	0.020891646216528198	0.018827442534594136	0.026667707003451925	0.02613685710611234	0.027623821832703146	0.02215837447347942	0.021452247340325303	0.030991174065968033	0.02008045274364272	0.01942291004230589	0.021821901873985233	0.009223628218423801	0.022986111183370177	0.022153422833002385	0.018691145846632073	0.023795581408281606	0.023054855420139804	0.0255024656257169	0.02154745412281571	0.0254600098978827	0.02241192299934627	0.018774442600043448
0.012096704833246553	0.022476770197260323	0.021416394914099898	0.02664737064396169	0.026286416237912048	0.017246377900523278	0.018778982296795053	0.02150358976036553	0.018917829337255856	0.02655786831236175	0.025903442465647134	0.026202140413292954	0.02275982260778358	0.022939048467851973	0.03079515282831106	0.020926893893735376	0.021040969419566194	0.022404623138251915	0.006002812021536389	0.02321058008233076	0.022917881030306043	0.019477182180094817	0.023988969952150146	0.023182747081269047	0.026150333517062863	0.022081886789168198	0.025541137710453132	0.02295193472248385	0.019895459118203382
0.017178863179515	0.02266594302107966	0.021444124817263065	0.027427715792652508	0.026609324083592848	0.018130680429998203	0.017615660661978578	0.021564176200790965	0.018686695678939515	0.02784172158683013	0.026281638860149947	0.026909819194123514	0.022351824063757707	0.02204462025539233	0.03141335574218519	0.019223593452811383	0.019462030587518702	0.022663468071511227	0.0036473585926114598	0.023263671969881307	0.022974313356176185	0.019670310240600133	0.022385807425270837	0.023158875845827445	0.026848706167844384	0.022092697322697395	0.02739990200693214	0.02302484074981545	0.02000412855378069
0.018277287460606098	0.023902572799943147	0.0228321235446195	0.028753624904626393	0.028324854480573255	0.0185903991253324	0.018182075080705434	0.022903338166079458	0.01955822976013057	0.029059898180260717	0.028371555628842395	0.028983619702615575	0.024057324572500163	0.023479903465449953	0.03150215754402142	0.019114234430451658	0.0202558528340539	0.02404311028783443	0.0020079666877110876	0.024315406938942387	0.025104859027877378	0.02005977309746909	0.02305033379073451	0.024517004935547655	0.028334010411290016	0.023142727935788737	0.028490118018515566	0.0242810388066045	0.020927882418058947
0.01909115027464399	0.024284602850962116	0.023473824510205722	0.028475654627959836	0.027679239068708446	0.020218425295918357	0.01937092687481328	0.023494115389793402	0.021786681274166986	0.028639820490732326	0.027276672267646036	0.02784045341477171	0.02363213093944404	0.022196472386328166	0.031941255798055006	0.018190500210499404	0.0208290956910034	0.023254192173886655	0.0016722415702783552	0.023317998322674845	0.023619976940172243	0.021166253569425617	0.023014086951089006	0.023790863262983995	0.027509672823090393	0.02353340903329684	0.02746149208306852	0.02500428897144294	0.02238800782368517
0.0020328652649312736	0.0027064974291996584	0.0023763560211039004	0.0037392377872835017	0.003777074508037479	0.0019388491878477025	0.0021453006719818427	0.002443444477901281	0.002309155833458972	0.004876368432824064	0.00421055737278602	0.003658270485853624	0.003243167181988073	0.0036518006519475478	0.00904748176145217	0.0032202275990326178	0.0039331006321656784	0.002979809059986942	0.0025693852876828775	0.0035483233082256134	0.003015381862703905	0.0024087683225775367	0.004915754585247733	0.0045161729381218855	0.0037097125773481983	0.0041139642573271755	0.004591645773815747	0.0030465189419866044	0.0022395300710795155
