NW_023496800.1	25589241	36	0.0147800913542944	0.0171240865565144	0.0170547183539963	0.0183958169459613	0.0183823178402435	0.0163659920524599	0.0165206892515035	0.0172006607803791	0.0170645726645222	0.0192768265991164	0.0184625939066339	0.0183455749290573	0.0169196939812599	0.0173744835518342	0.0215878639390049	0.0168640607081216	0.0143467669179274	0.0161968902126378	0.012919637826931	0.016945507556088	0.0158335133065695	0.0168007571831624	0.0179038684917954	0.0177423127251741	0.0183751406936214	0.0179360414739647	0.0187261425632658	0.0170216188319186	0.0166318461085709	0.0172103478381562
NW_023496807.1	14656957	49	0.014454136176861	0.016244110623767	0.0161151583420472	0.0177888922291062	0.0178035839482321	0.0150870091405701	0.0143746676231269	0.0163156300828543	0.0159965107110617	0.0173226038501371	0.0164912657928677	0.0177897311710849	0.0160627615379301	0.0161978882117862	0.0200592122881291	0.0143777864014138	0.0145791858827023	0.0160626239337389	0.0143754792150707	0.0163563141977288	0.0153859587582646	0.0159839643511281	0.0164891537625211	0.0170020013007398	0.0168402567946198	0.0170466588698684	0.017120177584097	0.0163979473039819	0.0156818540411006	0.0162690525560875
NW_023496808.1	9130409	41	0.00831636862618216	0.0100333892290968	0.00983255726984732	0.0108807337399313	0.0110760291064469	0.00956020455278596	0.00953967895752398	0.010064844677361	0.00997216359058651	0.0114396743123818	0.0102825534886263	0.0108534663380496	0.00958813614902383	0.0095337333154411	0.0152874660823631	0.00842708186686559	0.00961160739952648	0.00915914168917489	0.00923334067598265	0.0098449197135836	0.00929568260300885	0.0103046332596466	0.00976937207460372	0.0103566255983309	0.0103045332496101	0.0107422647055706	0.0105438887530313	0.0104192287304771	0.00997376694467568	0.0101464512655081
NW_023496812.1	24550668	30	0.0117755314720442	0.0112718159352722	0.0117036580718225	0.0140691582288939	0.0140523979326183	0.01055490924041	0.0112678016861259	0.0114891035107479	0.0125661795213918	0.0146410308979372	0.0142158641871681	0.0140036187227118	0.0120027791744656	0.0133540992495335	0.0159593190197903	0.0127383144749913	0.0123538686190661	0.0119404172081894	0.010809138214056	0.012511165534157	0.012778842699751	0.0113949246378243	0.0138794662885637	0.0133981622045146	0.0140681477240716	0.0134427436666397	0.0145526598461447	0.0116979119823125	0.0102541626513177	0.0127154204345701
NW_023496835.1	6689929	5	0.0148747747179599	0.0150344641293162	0.0158623287505931	0.0174977789749796	0.0176905572363775	0.0159429866820492	0.0158856362366154	0.0159277678595271	0.0161000060090851	0.0160230388543985	0.0149413097627248	0.0176190850509261	0.015106869682861	0.0152804822379907	0.0200738548749376	0.0141250366941725	0.0150941831677312	0.0149824422085316	0.0133926789484712	0.0158119361793095	0.0155712467248058	0.0163281583981511	0.0162056381681393	0.0160627874006329	0.0159121004629946	0.0166546934374827	0.0163435693330823	0.0162321601836114	0.0158574114987061	0.0159460339264194
NW_023496835.1	6689929	16	0.0159538924711533	0.016335018329524	0.0165378621604114	0.018619262676398	0.0187107108640829	0.0161935841995467	0.0162798219734794	0.0169741885929312	0.016224936587328	0.0163582393626732	0.014999755897147	0.0185207307789706	0.0164308748670032	0.0162182406711231	0.0225389847127628	0.0147463657610265	0.0162168448359628	0.0155705881651102	0.0137994726307701	0.0169940193944955	0.0163706245212972	0.0163405668143018	0.0173321645374803	0.0167682665205474	0.015999911028312	0.0175152287420292	0.0165050422510506	0.0169940613961696	0.0162333855819841	0.0166994015974163
NW_023496835.1	6689929	26	0.0162635277915592	0.0157523779402494	0.0164359725005194	0.0199895832073821	0.0200288984258506	0.0170068308627409	0.0168123416372234	0.0165971807444724	0.0167164837221383	0.0125876000831981	0.0105198736344183	0.02014781481895	0.0159914029298414	0.0140274905340352	0.0244046536333047	0.00971594040732341	0.0153670286006472	0.0144687721346799	0.0121170320666715	0.016443961236293	0.0164405621323962	0.0173512707915864	0.0164993386251623	0.0163321381413269	0.0128907975554907	0.01687618234999	0.0133256174297209	0.0162875159964695	0.0166627935282409	0.0160021028779959
NW_023496836.1	6194228	6	0.0158769529974302	0.0164129301342969	0.0164982874022445	0.0182177348363133	0.0181912565599517	0.0165110570118322	0.0164087417377052	0.0167888357212177	0.0167743648666534	0.0190271934514945	0.0180741257381757	0.017689598282283	0.01611813726812	0.0171877495419036	0.0222081172822281	0.0165923119203011	0.0157181378249854	0.0163566884857115	0.0152297507575622	0.0162060855251584	0.0158969501277006	0.0167639492002432	0.0175540611179583	0.0169788995571405	0.0180360544604161	0.0180013061890121	0.0184512587918074	0.0169866230310547	0.0159997370262209	0.0171295481671422
NW_023496836.1	6194228	10	0.016069358225306	0.0170150734660055	0.0173188292547204	0.0186192982943033	0.0190766797488717	0.0170452051032264	0.0168668069611024	0.0173100947314079	0.017435121341992	0.0192646238775294	0.0187987553092236	0.0187505064259793	0.0169630417090433	0.0173452818842555	0.0222140047524278	0.0163447901742583	0.0161496321197231	0.0167124301381178	0.0141716905702827	0.0170086386265175	0.0163747741256843	0.0173915696856517	0.0179740523573983	0.0175571110795675	0.0185590587162194	0.0181499548866902	0.018750174059063	0.0176755753384428	0.0168060375377414	0.017576488637957
NW_023496836.1	6194228	16	0.0157867556870212	0.0173069645594275	0.0174167389083336	0.01886715169078	0.0190925861835882	0.0169336327103844	0.0166178767604754	0.0175718217011109	0.0173580514827979	0.0196779012591315	0.0189834188582111	0.0191132213612257	0.016975892707822	0.0179015848217098	0.0227604909208801	0.0169040138308544	0.017011748599105	0.0171084152848731	0.0132195074863478	0.0176814674297766	0.0169517538083828	0.0171199763860736	0.0179846296491025	0.0178297222221292	0.018969982395289	0.0182774927292293	0.0191136313309617	0.0178901021276711	0.0162148038778234	0.0177462529920869
